Date,Close,High,Low,Open,Volume
2015-01-02,26.260459899902344,26.570398279090803,26.177642564071707,26.41170808856967,26480000
2015-01-05,25.76009178161621,26.183095962111732,25.67529382896273,26.141440429219443,41182000
2015-01-06,25.12434959411621,25.846876415134567,25.07029576570784,25.811667839004635,54456000
2015-01-07,25.050457000732422,25.36485790431801,24.976072931454695,25.33808069873763,46918000
2015-01-08,25.13773536682129,25.166992607128865,24.54810719977949,24.869948193443566,73054000
2015-01-09,24.830772399902344,25.221543673525197,24.728122346067824,25.200715907041257,42000000
2015-01-12,24.649276733398438,24.80895629523444,24.34429652631825,24.757382501912144,57138000
2015-01-13,24.88433265686035,25.221545763633,24.65919413025098,24.922516898578568,60958000
2015-01-14,25.08913803100586,25.204683901204348,24.70382433468335,24.815897018606716,52800000
2015-01-15,24.993927001953125,25.278573165229815,24.894746343387073,25.235926371151862,51068000
2015-01-16,25.31378173828125,25.33312072618188,24.948300783435357,24.951276448892433,49658000
2015-01-20,25.287994384765625,25.569171129443106,25.259728399950568,25.428334942620978,46796000
2015-01-21,25.806211471557617,25.87861302435766,25.270637097389514,25.332624767082294,46356000
2015-01-22,26.644779205322266,26.721147679984977,25.881588195922973,25.935640126231064,56068000
2015-01-23,26.87537384033203,27.04695604247036,26.567915529254652,26.6809813562442,45966000
2015-01-26,26.61602020263672,26.853061388067903,26.385425977502006,26.853061388067903,30932000
2015-01-27,25.845884323120117,26.420634231646282,25.829519108082973,26.3521995975943,39148000
2015-01-28,25.411474227905273,26.06903955847943,25.407507304437367,26.034822242462525,35822000
2015-01-29,25.451147079467773,25.548343324793095,24.96764210595776,25.434781865020337,79018000
2015-01-30,26.657180786132812,26.932406219626575,25.696619620132207,25.737283898903133,121108000
2015-02-02,26.391874313354492,26.60511207638725,25.872169456053346,26.49700441610979,75378000
2015-02-03,26.446422576904297,26.652220220255426,26.12458153912829,26.27979854116529,47062000
2015-02-04,26.089372634887695,26.617506938356748,26.03631006584765,26.438486504897366,33896000
2015-02-05,26.274343490600586,26.316990282581052,26.066559557654234,26.180121018325785,33176000
2015-02-06,26.475183486938477,26.789584406297493,26.21582765179482,26.33286040937498,42938000
2015-02-09,26.2470703125,26.475184505245064,26.16127920279256,26.33533956720351,30314000
2015-02-10,26.786609649658203,26.82826518596834,26.24161449122016,26.38939327600725,47430000
2015-02-11,26.679494857788086,26.875376137177962,26.580314199757126,26.7652859661892,38306000
2015-02-12,27.076709747314453,27.19225371453774,26.629902158676753,26.7618113391558,48590000
2015-02-13,27.332103729248047,27.400538368610793,27.105972041937573,27.15109887525243,47382000
2015-02-17,27.027122497558594,27.42334761855795,26.940340129075707,27.332102697328448,39174000
2015-02-18,26.91008758544922,27.153080089510205,26.75635937118843,26.96810833337687,31164000
2015-02-19,27.098529815673828,27.11886195286686,26.81586619419472,26.901161666272937,30834000
2015-02-20,26.867937088012695,27.154567648570318,26.68445410594335,27.154567648570318,38234000
2015-02-23,26.53072166442871,26.743959391760264,26.381951640914796,26.729082956922916,32906000
2015-02-24,26.71173095703125,26.7489220503501,26.332364779754805,26.35963950933116,28406000
2015-02-25,27.14217185974121,27.25325328777765,26.679990262049884,26.701315550507903,40836000
2015-02-26,27.73526954650879,27.77692508208699,27.031088581871714,27.06332338324558,54032000
2015-02-27,27.900901794433594,28.23761928186068,27.623196318626363,27.67873703544505,68328000
2015-03-02,28.515323638916016,28.563426138423793,27.92668850208504,28.117611613038402,50406000
2015-03-03,28.70227813720703,28.804432570237033,28.291174693248323,28.581276560304175,50526000
2015-03-04,28.679462432861328,28.84310889220248,28.39134311724047,28.612019063325558,37964000
2015-03-05,28.833194732666016,28.920968353841317,28.67450644227373,28.74343670388251,35918000
2015-03-06,28.410188674926758,28.90013869210113,28.36853314330806,28.861458825842842,37592000
2015-03-09,28.469697952270508,28.536643805751243,28.219267227431153,28.312000921050046,23478000
2015-03-10,27.76304054260254,28.25447939633866,27.761551763889795,28.191002941820056,40080000
2015-03-11,27.556743621826172,27.977763404821363,27.54285844386434,27.760558738826912,40524000
2015-03-12,27.8284969329834,27.861721098304436,27.54880897428897,27.695098967604835,35602000
2015-03-13,27.42334747314453,27.986692259361273,27.290942644748977,27.732294595019148,35428000
2015-03-16,27.851804733276367,27.95643919390784,27.340033787766995,27.618234859575036,36856000
2015-03-17,27.651958465576172,27.802215392654798,27.493270170559015,27.685678262189203,28892000
2015-03-18,28.075956344604492,28.093312819247917,27.448143808115493,27.657910282642515,35324000
2015-03-19,27.952472686767578,28.11562352549206,27.875608580105705,27.994623849019984,24660000
2015-03-20,28.015945434570312,28.12256429742911,27.99263952462513,28.103225310629632,44320000
2015-03-23,28.036773681640625,28.24852452420976,27.922220970522,28.068015330127523,30234000
2015-03-24,28.640291213989258,28.855511490485483,28.171662634965077,28.19397918240136,79156000
2015-03-25,28.11760711669922,28.765749792129892,28.11760711669922,28.641774453777348,53070000
2015-03-26,27.95098304748535,28.127029692344163,27.686669049151302,28.001069946713034,49842000
2015-03-27,27.64897918701172,27.972307066080834,27.618233168344812,27.861223760713244,34552000
2015-03-30,27.82700538635254,27.877587910303387,27.611289526703235,27.7828717132992,24788000
2015-03-31,27.507648468017578,27.89197087893446,27.506159689475478,27.668319264325994,34932000
2015-04-01,27.249284744262695,27.69609046649813,27.07770253910586,27.514096269795537,38902000
2015-04-02,26.843639373779297,27.1753967801162,26.800495058394315,27.146139535334154,47760000
2015-04-06,26.974557876586914,27.053406398838217,26.565438828129174,26.721151464871852,33718000
2015-04-07,27.019683837890625,27.28251097577977,26.956704904607637,27.026130798260336,27318000
2015-04-08,27.21704864501953,27.348959718384886,27.07621246740875,27.07621246740875,28386000
