date,AAPL,GOOGL,AMZN,MSFT,META,fed_rate
2017-09-29,148.38285399575412,183.87686733133623,311.60055870256275,171.0251948779729,217.80751723052333,1.15
2017-10-02,148.08435631435705,182.69662705900706,310.90043092157674,171.30076700332677,216.0229605703838,1.15
2017-10-03,148.7294314176844,183.5671791868184,310.22300437338754,170.49714926545278,216.64753089771617,1.15
2017-10-04,147.76667084660042,182.56632532551464,312.9294710656034,171.48438582898547,214.6845283730493,1.15
2017-10-05,149.6056106473625,186.04283949121603,317.9210468186343,174.42318873055044,218.27916476436147,1.15
2017-10-06,149.5189190313224,187.63853456598486,320.7506887184332,174.4921201317198,219.5411257634623,1.15
2017-10-09,150.038800917737,187.38738777999257,321.20770558479387,175.1578750672551,219.88531476591993,1.15
2017-10-10,150.09655331904594,186.53571996138305,319.97926719653935,175.1578750672551,218.72530883013965,1.15
2017-10-11,150.7224248824945,189.90651104833773,322.50746244296795,175.45644990621935,220.19121916182783,1.15
2017-10-12,150.19283882826585,189.90651104833773,324.4295496111271,177.06358945739015,219.94906363458333,1.15
2017-10-13,151.14600550617004,190.3257427126177,325.0810354259786,177.91303995824595,221.46588288752577,1.15
2017-10-16,153.92845507757977,190.60521596241267,326.18308383512107,178.28037353414058,222.46020449429525,1.15
2017-10-17,154.4964324580468,190.9167925378507,327.0873990662202,178.14262584129452,224.48693628465244,1.15
2017-10-18,153.81287150736603,191.24539404435373,323.1557087572788,178.18859289868436,224.38494201538558,1.15
2017-10-19,150.17360378134873,189.18700434135744,319.78803774858915,178.8774272874918,222.5111526214958,1.15
2017-10-20,150.43358410835395,189.7969820549673,318.5887548652013,180.94371941984434,223.04652942102422,1.15
2017-10-23,150.35648638549367,186.10894909981403,313.2049769856361,180.98962892248787,218.31741016496488,1.15
2017-10-24,151.25196367616562,186.66603622126715,316.3166038065492,181.0585027689109,218.99298742841728,1.15
2017-10-25,150.58760626536363,187.22690020456065,315.3474738356237,180.5304379714753,217.46334783103882,1.15
2017-10-26,151.55041409700513,187.21930290170485,315.1918788936216,180.8289552556932,217.5016128346154,1.15
2017-10-27,156.98038434805952,195.1977782755488,356.8488389079842,192.4234164554967,226.74314047863012,1.15
2017-10-30,160.51380417871547,195.09583205864246,360.0577002031427,192.60715039064803,229.27980440937517,1.15
2017-10-31,162.7474484024986,195.07880712757745,358.25230924148525,190.97704649569772,229.52201874553907,1.15
2017-11-01,160.67742022890494,196.8841470872696,357.7336924068272,190.97704649569772,232.83621500305708,1.16
2017-11-02,161.8520341259034,196.9540045049246,354.6674433224961,192.97452233637352,228.06885034639436,1.16
2017-11-03,166.07865606097747,198.27963943171594,360.3008111177681,193.18106713598087,228.06885034639436,1.16
2017-11-06,167.76346343009564,196.89924000823936,363.2374059934346,193.93879455612677,229.66221920946305,1.16
2017-11-07,168.3026276239849,198.7328773789509,364.05096575136974,193.4795652352833,229.76421347872989,1.16
2017-11-08,169.67943793964133,199.84702256907372,367.19825180724257,194.1453969104804,228.88462807377067,1.16
2017-11-09,169.3328290106727,197.85098013922675,365.98277142115097,193.06632215674517,228.55320060682965,1.16
2017-11-10,168.77238181237306,197.17681030072245,364.7575725334372,192.56122170308907,227.48248621371908,1.16
2017-11-13,168.09602021995693,196.61975223205272,365.9957294233139,192.69893102610425,227.87762334337725,1.16
2017-11-14,165.5548357947682,196.70285771893234,368.4817864337013,192.97452233637352,226.98535481479408,1.16
2017-11-15,163.37116173381972,195.71520834767816,365.191888167001,191.47462646250207,226.8324320212998,1.16
2017-11-16,165.3229282389393,197.99261245824025,368.62763814506945,191.9822401400806,228.92287347437411,1.16
2017-11-17,164.40503369047613,195.6170099398288,366.2258576067646,190.13630594645088,228.17080540971486,1.16
2017-11-20,164.24077174600035,195.38474746303834,365.06871295941795,190.43620454458033,227.83939754574698,1.16
2017-11-21,167.29405581912943,198.3382098430249,369.3407239282184,193.18216067616083,231.81644873714706,1.16
2017-11-22,169.0526684255996,198.6441356520941,374.7439388110279,191.77464017012414,230.55448773804622,1.16
2017-11-24,169.06230957933693,199.51278482259355,384.41592516209715,192.12069767479784,232.98921620844388,1.16
2017-11-27,168.21195036759264,202.43789168599403,387.6021099534706,193.52829492049628,233.30782333094896,1.16
2017-11-28,167.22645746833385,200.79122350277206,386.87930566869943,195.8588208931787,232.53029100417604,1.16
2017-11-29,163.7576113127912,195.89838614693562,376.4002385607765,192.30531411605932,223.23773682106815,1.16
2017-11-30,166.0476373817147,195.66988600559384,381.41775504714496,194.22052503933628,225.85087195004695,1.16
2017-12-01,165.27464370265673,193.5738003161524,376.7503024512695,194.42822093386988,223.19947181749163,1.3
2017-12-04,164.06683714074887,191.08108602790637,367.5450514681831,187.09043203182546,218.57230762475282,1.3
2017-12-05,163.91220059649126,192.54081407642218,370.0149109758668,188.26715800514097,220.30591615769183,1.3
2017-12-06,163.30346886190904,195.01839186452338,373.50902142169195,191.01309495180604,224.4232266219353,1.3
2017-12-07,163.60303778261022,197.25615345215343,375.920520461619,190.34392510132275,229.6239542058865,1.3
2017-12-08,163.65130656537363,198.16447419836837,376.6368457453086,194.1974647709796,228.17080540971486,1.3
2017-12-11,166.83994487528568,198.65356328030327,378.8798165700824,196.66650583312557,228.2217927428617,1.3
2017-12-12,165.9026734982328,198.04927991223735,377.63518067912423,197.47407566357984,225.57045141922586,1.3
2017-12-13,166.45343228223751,198.54403428693283,377.3272550246725,196.94330579306748,227.27851727815852,1.3
2017-12-14,166.40516349947413,199.69218576001063,380.61067429029134,195.42036883575477,227.39323387699562,1.3
2017-12-15,168.09602021995693,202.43600325507387,382.19241606957956,200.40459068167556,229.67492193606017,1.3
2017-12-18,170.46333305397093,204.90795932958957,385.90043246714,199.320029042125,230.490758472356,1.3
2017-12-19,168.64674749692335,203.90520251097394,384.8632235268356,198.05094688589014,228.82091841105358,1.3
2017-12-20,168.46318749145374,202.73059847862194,381.6997399682591,197.33563731377802,226.75590201414667,1.3
2017-12-21,169.10092145484379,202.21886275203653,380.77272350436317,197.28940166757204,226.1950413495314,1.3
2017-12-22,169.10092145484379,201.843050472529,378.69830562375444,197.3125578605059,225.87633621216062,1.3
2017-12-26,164.81082859099894,201.27464729194654,381.4209945476857,197.05866468959718,224.33399388818503,1.3
2017-12-27,164.83983081980685,200.20768382204474,383.2036842765463,197.77403181645562,226.41171301168907,1.3
2017-12-28,165.30361442442626,199.40514426014326,384.44834489651623,197.7971112697277,226.79408860583067,1.3
2017-12-29,163.51614137082083,198.92357984910564,379.05808801586966,197.38175785049137,224.93311955637688,1.3
2018-01-02,166.44377537498102,202.66450339641565,385.39155886311585,198.32780440057834,231.25560767550493,1.41
2018-01-03,166.41482040673066,206.1221768320903,390.31505564676786,199.25082905213952,235.39834319591586,1.41
2018-01-04,167.18779833226944,206.92284248946328,392.06211086968045,201.0044838025116,234.9649410626811,1.41
2018-01-05,169.09120153351054,209.66667451091817,398.3988212174674,203.49660431792972,238.17722146282483,1.41
2018-01-08,168.46318749145374,210.40692490523708,404.14559626067665,203.7042618426325,239.99998431762148,1.41
2018-01-09,168.4439366910174,210.1387822409632,406.03526369441676,203.56576593808433,239.47740825955592,1.41
2018-01-10,168.4052145408763,209.6383335207238,406.563599030697,202.64277965635404,239.4391236530062,1.41
2018-01-11,169.36183123948058,209.99903835286986,413.8078641101238,203.24276870176732,239.34993012520223,1.41
2018-01-12,171.11067666406,213.51144723244636,423.05201382871076,206.75013575725788,228.64245294355302,1.41
2018-01-16,170.24109815891774,213.52090391343896,422.9417718942789,203.8657796457064,227.39323387699562,1.41
2018-01-17,173.0528020154422,215.10717135999857,419.74589333029496,207.99617683005147,226.3862291466022,1.41
2018-01-18,173.20737554562314,214.5160489028071,419.2013604913111,207.90382064713216,229.19057167562488,1.41
2018-01-19,172.4344763876802,215.93802285931102,419.60973539153724,207.67306448424185,231.0898645375747,1.41
2018-01-22,171.02376449875138,219.83944850844463,430.21848143713646,211.38812743426604,236.29061172449903,1.41
2018-01-23,171.06236062073907,222.10743951718922,441.6374982821065,212.05737402441108,241.36391998301602,1.41
2018-01-24,168.3375846830424,221.18588522814133,440.0071639947073,211.87270002840327,237.7947870597638,1.41
2018-01-25,165.33260089971498,223.23481825014505,446.6323135356781,213.0495411112114,238.9802376546846,1.41
2018-01-26,165.71908198572478,224.2583042297076,454.44381268688574,217.0414615759238,242.19249845185522,1.41
2018-01-29,162.28897373384243,224.0543682167198,459.5099464103769,216.71842596977592,237.06818325721827,1.41
2018-01-30,161.33240429579564,222.33403670121916,466.03786147710224,213.99562603112926,238.52131245041673,1.41
2018-01-31,161.77685833238286,223.24989664472307,470.27423793995473,219.2336259384661,238.22818919299854,1.41
2018-02-01,162.11502337507176,223.13094002314347,450.5380631112819,217.5029547167889,246.13130424265188,1.42
2018-02-02,155.08084075901715,211.3492519344069,463.4869649978768,211.78045895497655,242.54939018090997,1.42
2018-02-05,151.20623120999,200.62126471995586,450.5380631112819,203.0581522605058,231.05161913697128,1.42
2018-02-06,157.52542460460242,204.7832793096826,467.6649809929725,210.74205622197022,236.21416012923845,1.42
2018-02-07,154.15325779625914,199.30316899045354,459.21819352961705,206.77319602561454,229.67492193606017,1.42
2018-02-08,149.91144946869682,190.29552781789482,437.7350129360552,196.15877704605444,218.71254729462305,1.42
2018-02-09,151.74509608701487,197.57717218219233,434.2020284837413,203.47348649482674,224.48693628465244,1.42
2018-02-12,157.85720947202395,199.14265236223824,449.3161037241088,205.6655741177073,224.86935108474034,1.42
2018-02-13,159.43864224829184,199.06335278998236,458.4824559716948,207.28084807302395,220.71381482286654,1.42
2018-02-14,162.3782016664703,202.56819341948648,470.3260699486064,210.52647532719155,228.833660343597,1.42
2018-02-15,167.83062068235424,206.091932884584,473.7974791616346,214.8153974678022,229.39452100821228,1.42
2018-02-16,167.28731331292096,206.87374328553858,469.56115215680575,213.28522779736932,226.0803247506943,1.42
2018-02-20,166.72464486841716,208.4014693735726,475.9335217395525,214.95452647455983,224.3594777532719,1.42
2018-02-21,165.96792457467075,210.3200861356922,480.6560705736321,212.1029381985767,226.78140548220668,1.42
2018-02-22,167.35521098058095,209.59302570503118,481.44042536867715,212.65941585577625,228.15810268311773,1.42
2018-02-23,170.26576816995149,213.02803796966367,486.1921544366352,218.06102472196983,233.63925079789004,1.42
2018-02-26,173.6322637113905,215.97582053049797,493.3067900364092,221.21393127982475,235.72975105988374,1.42
2018-02-27,173.06956375984834,211.03010710889652,490.07520277944207,218.38559512135274,231.30655580270547,1.42
2018-02-28,172.80761424294573,208.46377306754684,490.2275334918917,217.38876610010095,227.30402074621853,1.42
2018-03-01,169.78067005388334,202.3245858307832,484.0691193189037,215.25588312626255,224.27022541654847,1.51
2018-03-02,170.95457504251874,204.72854386578078,486.2731666791651,215.7194866078259,225.1370492859911,1.51
2018-03-05,171.5464347580606,206.73397034466188,493.8447944162881,217.08729433890554,229.9554012758007,1.51
2018-03-06,171.40087224084988,207.89346692965248,498.39236076314484,216.34547121365787,229.16504860459176,1.51
2018-03-07,169.80979831084466,210.56366467161206,500.77791906973414,217.5973828705756,234.1746472003916,1.51
2018-03-08,171.6628060042333,213.2716310319752,503.00145289126357,218.9188206610412,232.42831633788234,1.51
2018-03-09,174.61214835782167,219.21251849572823,511.76264501015226,223.8104369201419,236.11218546294478,1.51
2018-03-12,176.3002482124482,220.17371530770822,518.0831331262237,224.3436240899995,235.51307939772607,1.51
2018-03-13,174.60242843648842,215.26009068535808,514.7737483982555,218.87239316568082,231.84193260223392,1.51
2018-03-14,173.11806884539936,216.9558871252881,515.6878315890003,217.57418830781083,234.78649519815372,1.51
2018-03-15,173.32180910893683,217.28069724355908,512.8743624628935,218.33920599582325,234.36587420340865,1.51
2018-03-16,172.71057256480523,214.22338568935427,509.42565448266197,219.31293637888749,235.9337003924711,1.51
2018-03-19,170.07174782774723,207.73672716327752,500.7552178369373,215.34860382257523,219.96176636118045,1.51
2018-03-20,170.01350706734377,206.9303816867523,514.2324797888242,215.905004740113,214.34031976761852,1.51
2018-03-21,166.16194491687497,206.59049317390327,512.7252959799963,214.3980488173603,215.92096630111698,1.51
2018-03-22,163.8140719255275,198.87636907610116,500.7520030654083,208.1618002050292,210.18482271169106,1.51
2018-03-23,160.02070327490458,193.85327356594735,484.75302486817435,202.110973800408,203.17399579359403,1.51
2018-03-26,167.61716049748355,199.05386705620637,504.29794551988516,217.41194147795025,204.02803852454693,1.51
2018-03-27,163.3193011486836,190.15011863704098,485.2359824678726,207.41993870995063,194.03442321289987,1.51
2018-03-28,161.51476703380766,189.8177257423059,463.9634435964935,207.23449731732532,195.06691180838015,1.51
2018-03-29,162.77599377925034,195.8530638048513,469.12354756467766,211.59286885182215,203.6838887280356,1.51
2018-04-02,161.70878737601194,191.22459225144834,444.7005325949086,205.21752960256433,198.07520366999023,1.69
2018-04-03,163.36782198775384,192.3670784317656,451.2025316573081,207.97635881240387,198.99299526960655,1.69
2018-04-04,166.49179210143754,194.4499886839409,457.2054003463175,214.05034140995892,197.70555040541888,1.69
2018-04-05,167.64627300092567,195.00328441716195,470.5529833605281,214.16627585395176,203.11026652790375,1.69
2018-04-06,163.35816508049734,190.71853634401518,455.4745178970968,209.1818621588766,200.38239519711473,1.69
2018-04-09,164.97830425338717,192.633347191511,455.7500485461413,210.43375463087887,201.31290912630138,1.69
2018-04-10,168.0828345244044,195.73221875235146,465.51924464244416,215.32535170506418,210.376030111735,1.69
2018-04-11,167.29704898777337,193.5718828324488,462.5470152608296,212.9607149527327,212.0076639783803,1.69
2018-04-12,168.94636367818208,195.88140479504568,469.49957691752,216.94820370197885,208.8846163119868,1.69
2018-04-13,169.51873629049993,195.64530735084813,463.75923141736865,215.789108665951,209.7132339867723,1.69
2018-04-16,170.57622277240512,197.54506885654928,467.230640630397,218.3160114330585,210.10837111643048,1.69
2018-04-17,172.92403274967597,203.8258738859347,487.43355082705256,222.72088720257744,214.99043276895722,1.69
2018-04-18,172.5359605582291,203.0761813370149,495.2158697443818,223.5786064019871,212.058631708554,1.69
2018-04-19,167.64627300092567,205.73125710522135,504.6382661797442,222.8135887139747,214.27662970787455,1.69
2018-04-20,160.77745507568937,203.44061945182625,495.10241303842093,220.24022008167594,211.95665704226028,1.69
2018-04-23,160.31174954173014,202.77780925162645,491.98106771588573,221.05156934047153,211.39577677467187,1.69
2018-04-24,158.08038957822788,193.11488254976524,473.2562105522032,215.88186773209458,203.55639099070876,1.69
2018-04-25,158.76913343671845,193.18099215836324,473.2821265565291,214.0039139145985,203.55639099070876,1.69
2018-04-26,159.32222374156163,197.01819662981904,492.0135121793166,218.52468575827947,222.00129889300052,1.69
2018-04-27,157.47885720191033,194.77856113766052,509.73031590756125,222.1412725373595,221.27471469342814,1.69
2018-04-30,160.33115787735824,192.3482086489555,507.6267672510977,216.80913224996755,219.24790449117836,1.69
2018-05-01,164.05666036735948,196.53477284064462,512.854925459649,220.24022008167594,221.61886448993945,1.7
2018-05-02,171.30387782326696,193.75882296715497,508.7774081683512,216.78593768720282,224.43592934853243,1.7
2018-05-03,171.61433242572056,193.80601921376774,509.5552839623148,218.08423846964996,221.8228334255,1.7
2018-05-04,178.3473077550794,198.47037095465413,512.4303283277075,220.61119879150382,225.12428775047454,1.7
2018-05-07,179.6375839898875,200.06795446034312,518.6503671980046,223.06855624014793,226.85787668044037,1.7
2018-05-08,180.50108163662682,199.90366097028743,516.1383447252679,222.1181355293411,228.06885034639436,1.7
2018-05-09,181.7720125498835,205.636850085604,521.1979994476776,224.73777817767666,232.83621500305708,1.7
2018-05-10,184.37209938328124,208.7564653337831,521.5480633381706,226.9865572256771,236.49458066005954,1.7
2018-05-11,183.67087873760119,208.36179779785712,519.5481786990105,226.4997399964335,238.3556281214059,1.7
2018-05-14,183.24235150890357,208.96985802776342,519.1041445638244,227.26475768444595,237.90952326157404,1.7
2018-05-15,181.5769367218943,204.86637027017056,510.8647840511228,225.6187686795128,234.95223833608395,1.7
2018-05-16,183.2715585334608,204.71905813200482,514.4820449755192,226.20087738373775,233.52451459607977,1.7
2018-05-17,182.11261938804512,204.18466123437722,512.6928515165655,223.94231402886388,234.23837646608186,1.7
2018-05-18,181.4503256882555,201.99034808430304,510.2975499793421,224.36144687644156,232.8616792651708,1.7
2018-05-21,182.73592312786752,204.70397973742672,513.8921591289652,227.2486615403933,235.16890999824162,1.7
2018-05-22,182.27814161405516,203.0610738896535,512.5761800390757,227.01577585188937,234.2893637992287,1.7
2018-05-23,183.44687944839995,205.0722237668619,519.2078580391513,229.71674335676738,238.2409115225688,1.7
2018-05-24,183.24235150890357,204.9759137899327,519.6000601656857,228.90180651878484,237.00445399152795,1.7
2018-05-25,183.66114306274878,204.71718422747634,521.8948629991111,229.01816303091738,235.71702873031347,1.7
2018-05-29,182.99888086999755,201.6938644298348,522.7765017264251,228.2032070080194,236.76229846428348,1.7
2018-05-30,182.60931209422873,203.46897496841234,526.672508071395,230.39187971595197,239.22241278490225,1.7
2018-05-31,181.99574402925867,207.72352267322796,528.2056573425723,230.13579946468332,244.46144457837633,1.7
2018-06-01,185.27786372197684,214.33291468272472,532.0692686821347,234.6761399221112,247.27852903994244,1.82
2018-06-04,186.826340136123,217.73955690437944,539.7607826682764,236.72503133616124,246.37345976989639,1.82
2018-06-05,188.26777138745024,217.35809385850308,549.8346896475022,237.93579134946407,245.94009684260794,1.82
2018-06-06,188.92023489127237,216.58951700038145,549.6402206990114,238.63427575073698,243.90058391376104,1.82
2018-06-07,188.4138222637555,214.22338568935427,547.5495805866873,234.8856200137805,239.8725453892141,1.82
2018-06-08,186.6997291024842,213.90046400200347,545.828490826124,236.6319077566244,241.04525405159154,1.82
2018-06-11,186.24204210978687,215.44704534645592,547.4912695769541,235.2814815589317,244.15550097652212,1.82
2018-06-12,187.26458728615384,216.8236824344838,550.6126148994892,235.88682319575219,245.25175804363894,1.82
2018-06-13,185.72589380741763,216.0758783164842,552.5930130773816,234.81574855175472,245.26451957915555,1.82
2018-06-14,185.8232348024225,219.07469209133845,558.751476708393,236.14292263193636,250.87316543125465,1.82
2018-06-15,183.91438088354556,218.91603484125994,556.1941012280861,233.1394090105984,249.64948903870354,1.82
2018-06-18,183.81694536742566,223.50673777625926,558.7287754755962,234.83905822401206,252.78520022574784,1.82
2018-06-19,180.84650905165705,222.58330958268294,562.2909401617884,234.83905822401206,251.73995009475098,1.82
2018-06-20,181.63541378508546,223.59925636495643,567.2500961804002,237.19074515842286,257.48883561672034,1.82
2018-06-21,180.622525515975,220.8365545606914,560.8129365868388,235.49100002043195,256.8515233568445,1.82
2018-06-22,180.096610031715,220.80819904410532,556.0968667538406,233.79129325227197,257.15740814977926,1.82
2018-06-25,177.41833848263363,215.14113406377842,539.0736623474769,229.0879961231123,250.2868209015525,1.82
2018-06-26,179.61938867523617,213.88343907093846,548.1297726606309,230.69456012681994,253.664785630707,1.82
2018-06-27,179.35647819366366,210.92245202005455,538.2179396244887,227.10889943142624,249.6367079002138,1.82
2018-06-28,180.6615154759422,212.7806389927284,551.4877746257218,229.64689107965702,250.13383929913883,1.82
2018-06-29,180.2816508679874,213.2357508444918,550.9529355593484,229.60021418039594,247.69918924063376,1.82
2018-07-02,182.29764447079833,215.6755454877977,555.4842796744896,232.85996153232605,251.57424616276703,1.91
2018-07-03,179.12269596905253,210.79783010571438,549.0600286250676,230.62468866479415,245.67239864135715,1.91
2018-07-05,180.5640957133414,215.52067962595123,550.930283784575,232.2779103828475,252.9636264873021,1.91
2018-07-06,183.06704634748357,218.12482586487954,554.4632682368889,235.5375809951158,259.0567402176753,1.91
