date,sp500,sp500_norm,fed_rate
2016-09-13,2127.02001953125,103.34370177786619,0.4
2016-09-14,2125.77001953125,103.28296909738543,0.4
2016-09-15,2147.260009765625,104.3270848657363,0.4
2016-09-16,2139.159912109375,103.93353235148042,0.4
2016-09-19,2139.1201171875,103.93159886966043,0.4
2016-09-20,2139.760009765625,103.96268878285184,0.4
2016-09-21,2163.1201171875,105.09766633489068,0.4
2016-09-22,2177.179931640625,105.7807785099308,0.4
2016-09-23,2164.68994140625,105.1739380410413,0.4
2016-09-26,2146.10009765625,104.27072920851677,0.4
2016-09-27,2159.929931640625,104.94266751929658,0.4
2016-09-28,2171.3701171875,105.49850202606356,0.4
2016-09-29,2151.1298828125,104.51510707634182,0.4
2016-09-30,2168.27001953125,105.34788023373068,0.4
2016-10-03,2161.199951171875,105.00437287161313,0.4
2016-10-04,2150.489990234375,104.48401716315038,0.4
2016-10-05,2159.72998046875,104.93295266278997,0.4
2016-10-06,2160.77001953125,104.98348415084622,0.4
2016-10-07,2153.739990234375,104.64192213240034,0.4
2016-10-10,2163.659912109375,105.12389288890296,0.4
2016-10-11,2136.72998046875,103.81547134194433,0.4
2016-10-12,2139.179931640625,103.93450502331625,0.4
2016-10-13,2132.550048828125,103.61238457973518,0.4
2016-10-14,2132.97998046875,103.6332733005021,0.4
2016-10-17,2126.5,103.31843603383805,0.4
2016-10-18,2139.60009765625,103.9549192700169,0.4
2016-10-19,2144.2900390625,104.18278544033626,0.4
2016-10-20,2141.340087890625,104.03945868677202,0.4
2016-10-21,2141.159912109375,104.03070464024961,0.4
2016-10-24,2151.330078125,104.52483379470006,0.4
2016-10-25,2143.159912109375,104.1278769290188,0.4
2016-10-26,2139.429931640625,103.9466515594124,0.4
2016-10-27,2133.0400390625,103.63619131600956,0.4
2016-10-28,2126.409912109375,103.31405901057687,0.4
2016-10-31,2126.14990234375,103.30142613856279,0.4
2016-11-01,2111.719970703125,102.60033139641158,0.41
2016-11-02,2097.93994140625,101.93081290336967,0.41
2016-11-03,2088.659912109375,101.47993206005846,0.41
2016-11-04,2085.179931640625,101.3108532265482,0.41
2016-11-07,2131.52001953125,103.56233942759685,0.41
2016-11-08,2139.56005859375,103.95297392634527,0.41
2016-11-09,2163.260009765625,105.10446317588979,0.41
2016-11-10,2167.47998046875,105.30949528177058,0.41
2016-11-11,2164.449951171875,105.16227784086306,0.41
2016-11-14,2164.199951171875,105.15013130476692,0.41
2016-11-15,2180.389892578125,105.93673813550907,0.41
2016-11-16,2176.93994140625,105.76911830975257,0.41
2016-11-17,2187.1201171875,106.26373380012093,0.41
2016-11-18,2181.89990234375,106.01010368800388,0.41
2016-11-21,2198.179931640625,106.80108754200725,0.41
2016-11-22,2202.93994140625,107.032358063752,0.41
2016-11-23,2204.719970703125,107.11884282417876,0.41
2016-11-25,2213.35009765625,107.53814741838067,0.41
2016-11-28,2201.719970703125,106.973084391025,0.41
2016-11-29,2204.659912109375,107.1159248086713,0.41
2016-11-30,2198.81005859375,106.83170298113242,0.41
2016-12-01,2191.080078125,106.45613303398764,0.54
2016-12-02,2191.949951171875,106.49839681143938,0.54
2016-12-05,2204.7099609375,107.11835648826087,0.54
2016-12-06,2212.22998046875,107.48372524298114,0.54
2016-12-07,2241.35009765625,108.8985594611493,0.54
2016-12-08,2246.18994140625,109.13370880838566,0.54
2016-12-09,2259.530029296875,109.78185224474272,0.54
2016-12-12,2256.9599609375,109.65698253235587,0.54
2016-12-13,2271.719970703125,110.37411449794654,0.54
2016-12-14,2253.280029296875,109.47818884233902,0.54
2016-12-15,2262.030029296875,109.90331760570422,0.54
2016-12-16,2258.070068359375,109.71091837183751,0.54
2016-12-19,2262.530029296875,109.92761067789651,0.54
2016-12-20,2270.760009765625,110.32747369723359,0.54
2016-12-21,2265.179931640625,110.05635921577503,0.54
2016-12-22,2260.9599609375,109.85132710989424,0.54
2016-12-23,2263.7900390625,109.98882969429518,0.54
2016-12-27,2268.8798828125,110.2361255776277,0.54
2016-12-28,2249.919921875,109.31493417799207,0.54
2016-12-29,2249.260009765625,109.28287159296484,0.54
2016-12-30,2238.830078125,108.77612142835198,0.54
2017-01-03,2257.830078125,109.69925817165927,0.65
2017-01-04,2270.75,110.32698736131567,0.65
2017-01-05,2269.0,110.24196160864264,0.65
2017-01-06,2276.97998046875,110.62967809188355,0.65
2017-01-09,2268.89990234375,110.23709824946353,0.65
2017-01-10,2268.89990234375,110.23709824946353,0.65
2017-01-11,2275.320068359375,110.54902936247173,0.65
2017-01-12,2270.43994140625,110.31192280971204,0.65
2017-01-13,2274.639892578125,110.51598224375702,0.65
2017-01-17,2267.889892578125,110.188025769161,0.65
2017-01-18,2271.889892578125,110.38237034669937,0.65
2017-01-19,2263.68994140625,109.98396633511605,0.65
2017-01-20,2271.31005859375,110.35419844901544,0.65
2017-01-23,2265.199951171875,110.05733188761084,0.65
2017-01-24,2280.070068359375,110.77981354829856,0.65
2017-01-25,2298.3701171875,111.66894236290695,0.65
2017-01-26,2296.679931640625,111.58682276388971,0.65
2017-01-27,2294.68994140625,111.49013681103845,0.65
2017-01-30,2280.89990234375,110.82013198207864,0.65
2017-01-31,2278.8701171875,110.72151254740736,0.65
2017-02-01,2279.550048828125,110.75454780427043,0.66
2017-02-02,2280.85009765625,110.81771216434073,0.66
2017-02-03,2297.419921875,111.62277603626025,0.66
2017-02-06,2292.56005859375,111.38665401718806,0.66
2017-02-07,2293.080078125,111.41191976121618,0.66
2017-02-08,2294.669921875,111.48916413920263,0.66
2017-02-09,2307.8701171875,112.13051073456057,0.66
2017-02-10,2316.10009765625,112.53037375389765,0.66
2017-02-13,2328.25,113.1206906634298,0.66
2017-02-14,2337.580078125,113.5740031863306,0.66
2017-02-15,2349.25,114.14099969550627,0.66
2017-02-16,2347.219970703125,114.04236839898334,0.66
2017-02-17,2351.159912109375,114.23379496101424,0.66
2017-02-21,2365.3798828125,114.92468851074096,0.66
2017-02-22,2362.820068359375,114.80031699612367,0.66
2017-02-23,2363.81005859375,114.84841680459034,0.66
2017-02-24,2367.340087890625,115.01992731769015,0.66
2017-02-27,2369.75,115.13701565539043,0.66
2017-02-28,2363.639892578125,114.84014909398583,0.66
2017-03-01,2395.9599609375,116.41045660181437,0.79
2017-03-02,2381.919921875,115.72830523675842,0.79
2017-03-03,2383.1201171875,115.78661809950124,0.79
2017-03-06,2375.31005859375,115.40715746501317,0.79
2017-03-07,2368.389892578125,115.07093327981266,0.79
2017-03-08,2362.97998046875,114.8080865089586,0.79
2017-03-09,2364.8701171875,114.8999209644824,0.79
2017-03-10,2372.60009765625,115.27549091162719,0.79
2017-03-13,2373.469970703125,115.31775468907892,0.79
2017-03-14,2365.449951171875,114.92809286216634,0.79
2017-03-15,2385.260009765625,115.89058722926954,0.79
2017-03-16,2381.3798828125,115.70206682089446,0.79
2017-03-17,2378.25,115.54999788265947,0.79
2017-03-20,2373.469970703125,115.31775468907892,0.79
2017-03-21,2344.02001953125,113.88689510932298,0.79
2017-03-22,2348.449951171875,114.10212840762826,0.79
2017-03-23,2345.9599609375,113.9811493825847,0.79
2017-03-24,2343.97998046875,113.88494976565133,0.79
2017-03-27,2341.590087890625,113.76883409978689,0.79
2017-03-28,2358.570068359375,114.59382588248914,0.79
2017-03-29,2361.1298828125,114.71819739710645,0.79
2017-03-30,2368.06005859375,115.05490791822488,0.79
2017-03-31,2362.719970703125,114.79545363694454,0.79
2017-04-03,2358.840087890625,114.6069450904211,0.9
2017-04-04,2360.159912109375,114.67107026047559,0.9
2017-04-05,2352.949951171875,114.32076605735892,0.9
2017-04-06,2357.489990234375,114.54134905076126,0.9
2017-04-07,2355.5400390625,114.44660844158163,0.9
2017-04-10,2357.159912109375,114.5253118273218,0.9
2017-04-11,2353.780029296875,114.36109635299067,0.9
2017-04-12,2344.929931640625,113.93110423044637,0.9
2017-04-13,2328.949951171875,113.1546985921287,0.9
2017-04-17,2349.010009765625,114.12933949532804,0.9
2017-04-18,2342.18994140625,113.79797866930663,0.9
2017-04-19,2338.169921875,113.60266141993245,0.9
2017-04-20,2355.840087890625,114.46118665726735,0.9
2017-04-21,2348.68994140625,114.1137886078065,0.9
2017-04-24,2374.14990234375,115.35078994594198,0.9
2017-04-25,2388.610107421875,116.0533555576986,0.9
2017-04-26,2387.449951171875,115.9969880386274,0.9
2017-04-27,2388.77001953125,116.06112507053355,0.9
2017-04-28,2384.199951171875,115.83908306937747,0.9
2017-05-01,2388.330078125,116.03975001384872,0.91
2017-05-02,2391.169921875,116.1777270723159,0.91
2017-05-03,2388.1298828125,116.03002329549045,0.91
2017-05-04,2389.52001953125,116.09756467882197,0.91
2017-05-05,2399.2900390625,116.57225225840759,0.91
2017-05-08,2399.3798828125,116.57661741981715,0.91
2017-05-09,2396.919921875,116.45709740252732,0.91
2017-05-10,2399.6298828125,116.5887639559133,0.91
2017-05-11,2394.43994140625,116.33660471340166,0.91
2017-05-12,2390.89990234375,116.16460786438392,0.91
2017-05-15,2402.320068359375,116.7194696993151,0.91
2017-05-16,2400.669921875,116.63929544396953,0.91
2017-05-17,2357.030029296875,114.5190013222406,0.91
2017-05-18,2365.719970703125,114.94121207009833,0.91
2017-05-19,2381.72998046875,115.71907671616972,0.91
2017-05-22,2394.02001953125,116.31620232855265,0.91
2017-05-23,2398.419921875,116.5299766191042,0.91
2017-05-24,2404.389892578125,116.82003447765803,0.91
2017-05-25,2415.070068359375,117.33894304021868,0.91
2017-05-26,2415.820068359375,117.37538264850713,0.91
2017-05-30,2412.909912109375,117.2339893767629,0.91
2017-05-31,2411.800048828125,117.18006539913293,0.91
2017-06-01,2430.06005859375,118.06724887006968,1.04
2017-06-02,2439.070068359375,118.50501050544892,1.04
2017-06-05,2436.10009765625,118.36071108004889,1.04
2017-06-06,2429.330078125,118.03178193361705,1.04
2017-06-07,2433.139892578125,118.21688612871509,1.04
2017-06-08,2433.7900390625,118.24847423967606,1.04
2017-06-09,2431.77001953125,118.15032927907106,1.04
2017-06-12,2429.389892578125,118.03468808727287,1.04
2017-06-13,2440.35009765625,118.5672021936834,1.04
2017-06-14,2437.919921875,118.44912932229563,1.04
2017-06-15,2432.4599609375,118.18385087185203,1.04
2017-06-16,2433.14990234375,118.217372464633,1.04
2017-06-19,2453.4599609375,119.2041599039285,1.04
2017-06-20,2437.030029296875,118.40589287300809,1.04
2017-06-21,2435.610107421875,118.33690434377448,1.04
2017-06-22,2434.5,118.28296850429287,1.04
2017-06-23,2438.300048828125,118.46759822532465,1.04
2017-06-26,2439.070068359375,118.50501050544892,1.04
2017-06-27,2419.3798828125,117.54834030750902,1.04
2017-06-28,2440.68994140625,118.58371389118909,1.04
2017-06-29,2419.699951171875,117.56389119503055,1.04
2017-06-30,2423.409912109375,117.74414389280112,1.04
2017-07-03,2429.010009765625,118.01623104609551,1.15
2017-07-05,2432.5400390625,118.18774155919533,1.15
2017-07-06,2409.75,117.08046143077418,1.15
2017-07-07,2425.179931640625,117.83014231730999,1.15
2017-07-10,2427.429931640625,117.93946114217533,1.15
2017-07-11,2425.530029296875,117.84715221258526,1.15
2017-07-12,2443.25,118.70809726765805,1.15
2017-07-13,2447.830078125,118.93062560473201,1.15
2017-07-14,2459.27001953125,119.48644824964738,1.15
2017-07-17,2459.139892578125,119.48012588271453,1.15
2017-07-18,2460.610107421875,119.55155795338932,1.15
2017-07-19,2473.830078125,120.19386535873147,1.15
2017-07-20,2473.449951171875,120.17539645570245,1.15
2017-07-21,2472.5400390625,120.13118733457905,1.15
2017-07-24,2469.909912109375,120.00339960668471,1.15
2017-07-25,2477.1298828125,120.35419014571929,1.15
2017-07-26,2477.830078125,120.38820993626982,1.15
2017-07-27,2475.419921875,120.2711097367179,1.15
2017-07-28,2472.10009765625,120.10981227789424,1.15
2017-07-31,2470.300048828125,120.02235484563164,1.15
2017-08-01,2476.35009765625,120.31630339152876,1.16
2017-08-02,2477.570068359375,120.37557706425576,1.16
2017-08-03,2472.159912109375,120.11271843155005,1.16
2017-08-04,2476.830078125,120.33962379188523,1.16
2017-08-07,2480.909912109375,120.53784719491524,1.16
2017-08-08,2474.919921875,120.24681666452561,1.16
2017-08-09,2474.02001953125,120.20309387932014,1.16
2017-08-10,2438.2099609375,118.46322120206345,1.16
2017-08-11,2441.320068359375,118.61432933031426,1.16
2017-08-14,2465.840087890625,119.80566253957261,1.16
2017-08-15,2464.610107421875,119.7459025309277,1.16
2017-08-16,2468.110107421875,119.91595403627377,1.16
2017-08-17,2430.010009765625,118.0648171904801,1.16
2017-08-18,2425.550048828125,117.8481248844211,1.16
2017-08-21,2428.3701171875,117.9851411329041,1.16
2017-08-22,2452.510009765625,119.15800543913346,1.16
2017-08-23,2444.0400390625,118.74648221961814,1.16
2017-08-24,2438.969970703125,118.5001471462698,1.16
2017-08-25,2443.050048828125,118.69838241115147,1.16
2017-08-28,2444.239990234375,118.75619707612475,1.16
