date,aapl_close,fed_rate
2015-04-23,28.833229064941406,0.12
2015-04-24,28.96886825561523,0.12
2015-04-27,29.495853424072266,0.12
2015-04-28,29.0311279296875,0.12
2015-04-29,28.604209899902344,0.12
2015-04-30,27.828170776367188,0.12
2015-05-01,28.67313766479492,0.12
2015-05-04,28.61753845214844,0.12
2015-05-05,27.97270774841309,0.12
2015-05-06,27.797039031982425,0.12
2015-05-07,27.96898078918457,0.12
2015-05-08,28.495935440063477,0.12
2015-05-11,28.205657958984375,0.12
2015-05-12,28.10518455505371,0.12
2015-05-13,28.136438369750977,0.12
2015-05-14,28.79290771484375,0.12
2015-05-15,28.752714157104492,0.12
2015-05-18,29.06978225708008,0.12
2015-05-19,29.04298973083496,0.12
2015-05-20,29.04075050354004,0.12
2015-05-21,29.337730407714844,0.12
2015-05-22,29.594501495361328,0.12
2015-05-26,28.94250869750977,0.12
2015-05-27,29.482860565185547,0.12
2015-05-28,29.424806594848633,0.12
2015-05-29,29.089872360229492,0.12
2015-06-01,29.14793586730957,0.13
2015-06-02,29.018415451049805,0.13
2015-06-03,29.054153442382812,0.13
2015-06-04,28.88444709777832,0.13
2015-06-05,28.725914001464844,0.13
2015-06-08,28.5361270904541,0.13
2015-06-09,28.451269149780273,0.13
2015-06-10,28.77727699279785,0.13
2015-06-11,28.712512969970703,0.13
2015-06-12,28.39545249938965,0.13
2015-06-15,28.33963203430176,0.13
2015-06-16,28.491466522216797,0.13
2015-06-17,28.424480438232425,0.13
2015-06-18,28.553983688354492,0.13
2015-06-19,28.26818084716797,0.13
2015-06-22,28.49369430541992,0.13
2015-06-23,28.36419105529785,0.13
2015-06-24,28.60534286499023,0.13
2015-06-25,28.469135284423828,0.13
2015-06-26,28.301671981811523,0.13
2015-06-29,27.80597686767578,0.13
2015-06-30,28.006933212280273,0.13
2015-07-01,28.26818084716797,0.13
2015-07-02,28.23244857788086,0.13
2015-07-06,28.134206771850582,0.13
2015-07-07,28.064990997314453,0.13
2015-07-08,27.36833381652832,0.13
2015-07-09,26.810117721557617,0.13
2015-07-10,27.52686309814453,0.13
2015-07-13,28.058292388916016,0.13
2015-07-14,28.0471248626709,0.13
2015-07-15,28.31730079650879,0.13
2015-07-16,28.694660186767575,0.13
2015-07-17,28.94250869750977,0.13
2015-07-20,29.48957061767578,0.13
2015-07-21,29.19481658935547,0.13
2015-07-22,27.96004295349121,0.13
2015-07-23,27.9466495513916,0.13
2015-07-24,27.79928398132324,0.13
2015-07-27,27.412994384765625,0.13
2015-07-28,27.54919052124023,0.13
2015-07-29,27.46210670471191,0.13
2015-07-30,27.323671340942383,0.13
2015-07-31,27.08475685119629,0.13
2015-08-03,26.44615364074707,0.14
2015-08-04,25.597660064697266,0.14
2015-08-05,25.76736640930176,0.14
2015-08-06,25.823429107666016,0.14
2015-08-07,25.910911560058594,0.14
2015-08-10,26.85296630859375,0.14
2015-08-11,25.455583572387695,0.14
2015-08-12,25.84810256958008,0.14
2015-08-13,25.827919006347656,0.14
2015-08-14,26.009601593017575,0.14
2015-08-17,26.278762817382812,0.14
2015-08-18,26.1307315826416,0.14
2015-08-19,25.79651641845703,0.14
2015-08-20,25.267181396484375,0.14
2015-08-21,23.721757888793945,0.14
2015-08-24,23.12961769104004,0.14
2015-08-25,23.2686767578125,0.14
2015-08-26,24.603256225585938,0.14
2015-08-27,25.32774353027344,0.14
2015-08-28,25.410724639892575,0.14
2015-08-31,25.29185485839844,0.14
2015-09-01,24.16138458251953,0.14
2015-09-02,25.197643280029297,0.14
2015-09-03,24.755775451660156,0.14
2015-09-04,24.509050369262695,0.14
2015-09-08,25.19091796875,0.14
2015-09-09,24.706432342529297,0.14
2015-09-10,25.249238967895508,0.14
2015-09-11,25.617082595825195,0.14
2015-09-14,25.86380958557129,0.14
2015-09-15,26.081377029418945,0.14
2015-09-16,26.110532760620117,0.14
2015-09-17,25.552032470703125,0.14
2015-09-18,25.44661521911621,0.14
2015-09-21,25.841381072998047,0.14
2015-09-22,25.43539810180664,0.14
2015-09-23,25.641748428344727,0.14
2015-09-24,25.794275283813477,0.14
2015-09-25,25.729232788085938,0.14
2015-09-28,25.220073699951172,0.14
2015-09-29,24.461944580078125,0.14
2015-09-30,24.740076065063477,0.14
2015-10-01,24.578584671020508,0.12
2015-10-02,24.75802230834961,0.12
2015-10-05,24.847736358642575,0.12
2015-10-06,24.966629028320312,0.12
2015-10-07,24.847736358642575,0.12
2015-10-08,24.560638427734375,0.12
2015-10-09,25.148296356201172,0.12
2015-10-12,25.031661987304688,0.12
2015-10-13,25.07427978515625,0.12
2015-10-14,24.71988868713379,0.12
2015-10-15,25.089975357055664,0.12
2015-10-16,24.90605354309082,0.12
2015-10-19,25.06081771850586,0.12
2015-10-20,25.518388748168945,0.12
2015-10-21,25.516151428222656,0.12
2015-10-22,25.906423568725582,0.12
2015-10-23,26.709413528442383,0.12
2015-10-26,25.857074737548828,0.12
2015-10-27,25.693336486816406,0.12
2015-10-28,26.75202178955078,0.12
2015-10-29,27.03464126586914,0.12
2015-10-30,26.803613662719727,0.12
2015-11-02,27.18044090270996,0.12
2015-11-03,27.49221420288086,0.12
2015-11-04,27.364362716674805,0.12
2015-11-05,27.238218307495117,0.12
2015-11-06,27.269750595092773,0.12
2015-11-09,27.159378051757812,0.12
2015-11-10,26.30339813232422,0.12
2015-11-11,26.15471839904785,0.12
2015-11-12,26.06687355041504,0.12
2015-11-13,25.305503845214844,0.12
2015-11-16,25.719974517822266,0.12
2015-11-17,25.609596252441406,0.12
2015-11-18,26.420530319213867,0.12
2015-11-19,26.75616455078125,0.12
2015-11-20,26.873302459716797,0.12
2015-11-23,26.524145126342773,0.12
2015-11-24,26.778688430786133,0.12
2015-11-25,26.587221145629883,0.12
2015-11-27,26.53765296936035,0.12
2015-11-30,26.648040771484375,0.12
2015-12-01,26.431795120239254,0.24
2015-12-02,26.193021774291992,0.24
2015-12-03,25.949735641479492,0.24
2015-12-04,26.812471389770508,0.24
2015-12-07,26.643535614013672,0.24
2015-12-08,26.63226890563965,0.24
2015-12-09,26.044349670410156,0.24
2015-12-10,26.16823387145996,0.24
2015-12-11,25.49471664428711,0.24
2015-12-14,25.3370418548584,0.24
2015-12-15,24.888765335083008,0.24
2015-12-16,25.080242156982425,0.24
2015-12-17,24.548633575439453,0.24
2015-12-18,23.884124755859375,0.24
2015-12-21,24.176958084106445,0.24
2015-12-22,24.154436111450195,0.24
2015-12-23,24.46529197692871,0.24
2015-12-24,24.334644317626953,0.24
2015-12-28,24.06207275390625,0.24
2015-12-29,24.49457550048828,0.24
2015-12-30,24.174705505371097,0.24
2015-12-31,23.710678100585938,0.24
2016-01-04,23.730953216552734,0.34
2016-01-05,23.136268615722656,0.34
2016-01-06,22.683496475219727,0.34
2016-01-07,21.726146697998047,0.34
2016-01-08,21.841026306152344,0.34
2016-01-11,22.194684982299805,0.34
2016-01-12,22.51680564880371,0.34
2016-01-13,21.937896728515625,0.34
2016-01-14,22.417694091796875,0.34
2016-01-15,21.879322052001953,0.34
2016-01-19,21.773452758789062,0.34
2016-01-20,21.802732467651367,0.34
2016-01-21,21.692363739013672,0.34
2016-01-22,22.84567642211914,0.34
2016-01-25,22.399667739868164,0.34
2016-01-26,22.52356719970703,0.34
2016-01-27,21.043617248535156,0.34
2016-01-28,21.194541931152344,0.34
2016-01-29,21.926637649536133,0.34
2016-02-01,21.72164535522461,0.38
2016-02-02,21.282392501831055,0.38
2016-02-03,21.70362091064453,0.38
2016-02-04,21.87801742553711,0.38
2016-02-05,21.293691635131836,0.38
2016-02-08,21.51791763305664,0.38
2016-02-09,21.51337242126465,0.38
2016-02-10,21.350318908691406,0.38
2016-02-11,21.221216201782227,0.38
2016-02-12,21.28689193725586,0.38
2016-02-16,21.88706970214844,0.38
2016-02-17,22.22226333618164,0.38
2016-02-18,21.80100440979004,0.38
2016-02-19,21.751182556152344,0.38
2016-02-22,21.94142723083496,0.38
2016-02-23,21.4454345703125,0.38
2016-02-24,21.7647705078125,0.38
2016-02-25,21.91424560546875,0.38
2016-02-26,21.948219299316406,0.38
2016-02-29,21.89839553833008,0.38
2016-03-01,22.76807403564453,0.36
2016-03-02,22.81790542602539,0.36
2016-03-03,22.987764358520508,0.36
2016-03-04,23.329753875732425,0.36
2016-03-07,23.07155990600586,0.36
2016-03-08,22.88131523132324,0.36
2016-03-09,22.901704788208008,0.36
2016-03-10,22.913028717041016,0.36
2016-03-11,23.15989112854004,0.36
2016-03-14,23.21878242492676,0.36
2016-03-15,23.685331344604492,0.36
2016-03-16,24.000133514404297,0.36
2016-03-17,23.961633682250977,0.36
2016-03-18,23.98880958557129,0.36
2016-03-21,23.986549377441406,0.36
2016-03-22,24.16999626159668,0.36
2016-03-23,24.036375045776367,0.36
2016-03-24,23.93218421936035,0.36
2016-03-28,23.82347869873047,0.36
2016-03-29,24.387413024902344,0.36
2016-03-30,24.813201904296875,0.36
2016-03-31,24.68410873413086,0.36
2016-04-01,24.910585403442383,0.37
2016-04-04,25.1665096282959,0.37
2016-04-05,24.86982536315918,0.37
2016-04-06,25.13027000427246,0.37
2016-04-07,24.582191467285156,0.37
2016-04-08,24.60936737060547,0.37
2016-04-11,24.690895080566406,0.37
2016-04-12,25.01250457763672,0.37
2016-04-13,25.3748722076416,0.37
2016-04-14,25.38846015930176,0.37
2016-04-15,24.87887954711914,0.37
2016-04-18,24.342121124267575,0.37
2016-04-19,24.21302604675293,0.37
2016-04-20,24.262855529785156,0.37
2016-04-21,24.000133514404297,0.37
2016-04-22,23.934457778930664,0.37
2016-04-25,23.798574447631836,0.37
2016-04-26,23.63323974609375,0.37
2016-04-27,22.154319763183594,0.37
2016-04-28,21.47714614868164,0.37
2016-04-29,21.23027801513672,0.37
2016-05-02,21.207632064819336,0.37
2016-05-03,21.55640983581543,0.37
2016-05-04,21.33219337463379,0.37
2016-05-05,21.24561309814453,0.37
2016-05-06,21.127119064331055,0.37
2016-05-09,21.143077850341797,0.37
2016-05-10,21.286623001098633,0.37
2016-05-11,21.079273223876953,0.37
2016-05-12,20.58481788635254,0.37
2016-05-13,20.625837326049805,0.37
2016-05-16,21.391433715820312,0.37
2016-05-17,21.302576065063477,0.37
2016-05-18,21.54637908935547,0.37
2016-05-19,21.464353561401367,0.37
2016-05-20,21.6967716217041,0.37
2016-05-23,21.972476959228516,0.37
2016-05-24,22.307435989379883,0.37
2016-05-25,22.699352264404297,0.37
2016-05-26,22.879358291625977,0.37
2016-05-27,22.86568260192871,0.37
2016-05-31,22.7540340423584,0.37
2016-06-01,22.435029983520508,0.38
2016-06-02,22.26641845703125,0.38
2016-06-03,22.311986923217773,0.38
2016-06-06,22.473772048950195,0.38
2016-06-07,22.56490707397461,0.38
2016-06-08,22.544408798217773,0.38
2016-06-09,22.70618438720703,0.38
2016-06-10,22.51934051513672,0.38
2016-06-13,22.17983627319336,0.38
2016-06-14,22.20716857910156,0.38
2016-06-15,22.134258270263672,0.38
2016-06-16,22.22768211364746,0.38
2016-06-17,21.721839904785156,0.38
2016-06-20,21.669422149658203,0.38
2016-06-21,21.8539981842041,0.38
2016-06-22,21.77196502685547,0.38
2016-06-23,21.89728355407715,0.38
2016-06-24,21.28207015991211,0.38
2016-06-27,20.972177505493164,0.38
2016-06-28,21.325353622436523,0.38
2016-06-29,21.50992774963379,0.38
2016-06-30,21.783357620239254,0.38
2016-07-01,21.849435806274418,0.39
2016-07-05,21.644359588623047,0.39
2016-07-06,21.76740264892578,0.39
2016-07-07,21.860828399658203,0.39
2016-07-08,22.029443740844727,0.39
2016-07-11,22.097803115844727,0.39
2016-07-12,22.19805908203125,0.39
2016-07-13,22.072736740112305,0.39
2016-07-14,22.510225296020508,0.39
2016-07-15,22.50794792175293,0.39
2016-07-18,22.74720573425293,0.39
2016-07-19,22.756319046020508,0.39
2016-07-20,22.77682113647461,0.39
2016-07-21,22.65605735778809,0.39
2016-07-22,22.480602264404297,0.39
2016-07-25,22.17983627319336,0.39
2016-07-26,22.02716064453125,0.39
2016-07-27,23.458120346069336,0.39
2016-07-28,23.77484703063965,0.39
2016-07-29,23.7452335357666,0.39
2016-08-01,24.16448402404785,0.4
2016-08-02,23.80674934387207,0.4
2016-08-03,24.10523796081543,0.4
2016-08-04,24.254152297973633,0.4
2016-08-05,24.62299537658691,0.4
2016-08-08,24.826892852783203,0.4
2016-08-09,24.927684783935547,0.4
2016-08-10,24.74211883544922,0.4
2016-08-11,24.72608757019043,0.4
2016-08-12,24.78335952758789,0.4
2016-08-15,25.0811824798584,0.4
2016-08-16,25.058273315429688,0.4
2016-08-17,25.0216121673584,0.4
2016-08-18,24.989545822143555,0.4
2016-08-19,25.053691864013672,0.4
2016-08-22,24.85896110534668,0.4
2016-08-23,24.936851501464844,0.4
2016-08-24,24.74900245666504,0.4
2016-08-25,24.643617630004883,0.4
2016-08-26,24.499286651611328,0.4
2016-08-29,24.47179412841797,0.4
2016-08-30,24.283937454223633,0.4
2016-08-31,24.30684280395508,0.4
2016-09-01,24.451171875,0.4
2016-09-02,24.680265426635746,0.4
2016-09-06,24.67339515686035,0.4
2016-09-07,24.82459831237793,0.4
2016-09-08,24.173967361450195,0.4
2016-09-09,23.626436233520508,0.4
2016-09-12,24.155641555786133,0.4
2016-09-13,24.730667114257812,0.4
2016-09-14,25.60580825805664,0.4
2016-09-15,26.47635841369629,0.4
2016-09-16,26.327457427978516,0.4
2016-09-19,26.020471572875977,0.4
2016-09-20,26.018177032470703,0.4
2016-09-21,26.013593673706055,0.4
2016-09-22,26.25872802734375,0.4
2016-09-23,25.821165084838867,0.4
2016-09-26,25.860107421875,0.4
2016-09-27,25.908205032348633,0.4
2016-09-28,26.10523223876953,0.4
2016-09-29,25.699737548828125,0.4
2016-09-30,25.899045944213867,0.4
2016-10-03,25.777624130249023,0.4
2016-10-04,25.887592315673828,0.4
2016-10-05,25.899045944213867,0.4
2016-10-06,26.091487884521484,0.4
2016-10-07,26.130428314208984,0.4
2016-10-10,26.586332321166992,0.4
2016-10-11,26.643598556518555,0.4
2016-10-12,26.88185691833496,0.4
2016-10-13,26.799388885498047,0.4
2016-10-14,26.94829368591309,0.4
2016-10-17,26.92996406555176,0.4
2016-10-18,26.911651611328125,0.4
2016-10-19,26.83146095275879,0.4
2016-10-20,26.817716598510746,0.4
2016-10-21,26.712331771850582,0.4
2016-10-24,26.952880859375,0.4
2016-10-25,27.090330123901367,0.4
2016-10-26,26.480941772460938,0.4
2016-10-27,26.226652145385746,0.4
2016-10-28,26.05254364013672,0.4
2016-10-31,26.011301040649418,0.4
2016-11-01,25.54166030883789,0.41
2016-11-02,25.564563751220703,0.41
2016-11-03,25.290550231933594,0.41
2016-11-04,25.062578201293945,0.41
2016-11-07,25.42410469055176,0.41
2016-11-08,25.573780059814453,0.41
2016-11-09,25.532329559326172,0.41
2016-11-10,24.820796966552734,0.41
2016-11-11,24.968177795410156,0.41
2016-11-14,24.341835021972656,0.41
2016-11-15,24.664216995239254,0.41
2016-11-16,25.327392578125,0.41
2016-11-17,25.31818199157715,0.41
2016-11-18,25.343515396118164,0.41
2016-11-21,25.72806167602539,0.41
2016-11-22,25.744186401367188,0.41
2016-11-23,25.612924575805664,0.41
2016-11-25,25.741884231567383,0.41
2016-11-28,25.69121551513672,0.41
2016-11-29,25.66588973999023,0.41
2016-11-30,25.44943046569824,0.41
2016-12-01,25.212251663208008,0.54
2016-12-02,25.306665420532227,0.54
2016-12-05,25.124755859375,0.54
2016-12-06,25.31818199157715,0.54
2016-12-07,25.56687355041504,0.54
2016-12-08,25.8178653717041,0.54
2016-12-09,26.23926544189453,0.54
2016-12-12,26.089582443237305,0.54
2016-12-13,26.524797439575195,0.54
2016-12-14,26.524797439575195,0.54
2016-12-15,26.669864654541016,0.54
2016-12-16,26.704408645629883,0.54
2016-12-19,26.858688354492188,0.54
2016-12-20,26.93007469177246,0.54
2016-12-21,26.955408096313477,0.54
2016-12-22,26.778095245361328,0.54
2016-12-23,26.831052780151367,0.54
2016-12-27,27.001453399658203,0.54
2016-12-28,26.886322021484375,0.54
2016-12-29,26.879411697387695,0.54
2016-12-30,26.669864654541016,0.54
2017-01-03,26.745859146118164,0.65
2017-01-04,26.715911865234375,0.65
2017-01-05,26.851778030395508,0.65
2017-01-06,27.151134490966797,0.65
2017-01-09,27.399826049804688,0.65
2017-01-10,27.42745018005371,0.65
2017-01-11,27.57483291625977,0.65
2017-01-12,27.459692001342773,0.65
2017-01-13,27.41133499145508,0.65
2017-01-17,27.63239288330078,0.65
2017-01-18,27.630096435546875,0.65
2017-01-19,27.58173942565918,0.65
2017-01-20,27.63239288330078,0.65
2017-01-23,27.650814056396484,0.65
2017-01-24,27.62548828125,0.65
2017-01-25,28.065296173095703,0.65
2017-01-26,28.079124450683594,0.65
2017-01-27,28.081422805786133,0.65
2017-01-30,28.007734298706055,0.65
2017-01-31,27.943262100219727,0.65
2017-02-01,29.64725685119629,0.66
2017-02-02,29.596595764160156,0.66
2017-02-03,29.72324562072754,0.66
2017-02-06,30.001874923706055,0.66
2017-02-07,30.28740501403809,0.66
2017-02-08,30.40485382080078,0.66
2017-02-09,30.624557495117188,0.66
2017-02-10,30.555166244506836,0.66
2017-02-13,30.82575225830078,0.66
2017-02-14,31.225839614868164,0.66
2017-02-15,31.339176177978516,0.66
2017-02-16,31.30215835571289,0.66
2017-02-17,31.38775062561035,0.66
2017-02-21,31.6143798828125,0.66
2017-02-22,31.709203720092773,0.66
2017-02-23,31.575071334838867,0.66
2017-02-24,31.605125427246097,0.66
2017-02-27,31.667572021484375,0.66
2017-02-28,31.681446075439453,0.66
2017-03-01,32.32899856567383,0.79
2017-03-02,32.13705062866211,0.79
2017-03-03,32.326698303222656,0.79
2017-03-06,32.224918365478516,0.79
2017-03-07,32.26655197143555,0.79
2017-03-08,32.14628982543945,0.79
2017-03-09,32.072288513183594,0.79
2017-03-10,32.17867660522461,0.79
2017-03-13,32.19254684448242,0.79
2017-03-14,32.14398193359375,0.79
2017-03-15,32.48395538330078,0.79
2017-03-16,32.53714370727539,0.79
2017-03-17,32.37525177001953,0.79
2017-03-20,32.71522521972656,0.79
2017-03-21,32.3405647277832,0.79
2017-03-22,32.70597457885742,0.79
2017-03-23,32.590335845947266,0.79
2017-03-24,32.525577545166016,0.79
2017-03-27,32.58108901977539,0.79
2017-03-28,33.25638198852539,0.79
2017-03-29,33.33038330078125,0.79
2017-03-30,33.28645706176758,0.79
2017-03-31,33.22401428222656,0.79
2017-04-03,33.2332649230957,0.9
2017-04-04,33.48072052001953,0.9
2017-04-05,33.30725860595703,0.9
2017-04-06,33.22401428222656,0.9
2017-04-07,33.149993896484375,0.9
2017-04-10,33.11069107055664,0.9
2017-04-11,32.75453567504883,0.9
2017-04-12,32.79384994506836,0.9
2017-04-13,32.62040710449219,0.9
2017-04-17,32.800785064697266,0.9
2017-04-18,32.65509033203125,0.9
2017-04-19,32.534828186035156,0.9
2017-04-20,32.94185256958008,0.9
2017-04-21,32.90254211425781,0.9
2017-04-24,33.219390869140625,0.9
2017-04-25,33.42519760131836,0.9
2017-04-26,33.22862243652344,0.9
2017-04-27,33.25407791137695,0.9
2017-04-28,33.2216911315918,0.9
2017-05-01,33.899314880371094,0.91
2017-05-02,34.1143913269043,0.91
2017-05-03,34.010311126708984,0.91
2017-05-04,33.88775634765625,0.91
2017-05-05,34.449729919433594,0.91
2017-05-08,35.38636016845703,0.91
2017-05-09,35.613014221191406,0.91
2017-05-10,35.44417190551758,0.91
2017-05-11,35.75071716308594,0.91
2017-05-12,36.250003814697266,0.91
2017-05-15,36.1571044921875,0.91
2017-05-16,36.10370635986328,0.91
2017-05-17,34.8914909362793,0.91
2017-05-18,35.42327880859375,0.91
2017-05-19,35.54404067993164,0.91
2017-05-22,35.760009765625,0.91
2017-05-23,35.71588897705078,0.91
2017-05-24,35.60905456542969,0.91
2017-05-25,35.73214340209961,0.91
2017-05-26,35.671749114990234,0.91
2017-05-30,35.68569564819336,0.91
2017-05-31,35.474365234375,0.91
2017-06-01,35.57190704345703,1.04
2017-06-02,36.09905242919922,1.04
2017-06-05,35.74605941772461,1.04
2017-06-06,35.86681365966797,1.04
2017-06-07,36.08047103881836,1.04
2017-06-08,35.99223327636719,1.04
2017-06-09,34.5965576171875,1.04
2017-06-12,33.76985549926758,1.04
2017-06-13,34.04156494140625,1.04
2017-06-14,33.70946502685547,1.04
2017-06-15,33.5074462890625,1.04
2017-06-16,33.03834533691406,1.04
2017-06-19,33.98351287841797,1.04
2017-06-20,33.67463302612305,1.04
2017-06-21,33.874359130859375,1.04
2017-06-22,33.81862258911133,1.04
2017-06-23,33.96956253051758,1.04
2017-06-26,33.86274337768555,1.04
2017-06-27,33.37739944458008,1.04
2017-06-28,33.86506271362305,1.04
2017-06-29,33.365787506103516,1.04
2017-06-30,33.444740295410156,1.04
2017-07-03,33.323974609375,1.15
2017-07-05,33.461002349853516,1.15
2017-07-06,33.145179748535156,1.15
2017-07-07,33.48188781738281,1.15
2017-07-10,33.68625259399414,1.15
2017-07-11,33.79539108276367,1.15
2017-07-12,33.84416961669922,1.15
2017-07-13,34.31558609008789,1.15
2017-07-14,34.610496520996094,1.15
2017-07-17,34.73125076293945,1.15
2017-07-18,34.85200881958008,1.15
2017-07-19,35.07030487060547,1.15
2017-07-20,34.91239547729492,1.15
2017-07-21,34.89613723754883,1.15
2017-07-24,35.31877517700195,1.15
2017-07-25,35.4697151184082,1.15
2017-07-26,35.636940002441406,1.15
2017-07-27,34.96348190307617,1.15
2017-07-28,34.71731948852539,1.15
2017-07-31,34.538516998291016,1.15
2017-08-01,34.84504318237305,1.16
2017-08-02,36.49150466918945,1.16
2017-08-03,36.126930236816406,1.16
2017-08-04,36.31733703613281,1.16
2017-08-07,36.87931060791016,1.16
2017-08-08,37.17423629760742,1.16
2017-08-09,37.40182876586914,1.16
2017-08-10,36.21050262451172,1.16
2017-08-11,36.71407699584961,1.16
2017-08-14,37.266597747802734,1.16
2017-08-15,37.674583435058594,1.16
2017-08-16,37.52304458618164,1.16
2017-08-17,36.80266189575195,1.16
2017-08-18,36.71873092651367,1.16
2017-08-21,36.651126861572266,1.16
2017-08-22,37.25027084350586,1.16
2017-08-23,37.296913146972656,1.16
2017-08-24,37.13139343261719,1.16
2017-08-25,37.26892852783203,1.16
2017-08-28,37.64427947998047,1.16
2017-08-29,37.97999572753906,1.16
2017-08-30,38.08256912231445,1.16
2017-08-31,38.23409652709961,1.16
2017-09-01,38.24576950073242,1.15
2017-09-05,37.7864875793457,1.15
2017-09-06,37.74685287475586,1.15
2017-09-07,37.59532165527344,1.15
2017-09-08,36.98218536376953,1.15
2017-09-11,37.65128326416016,1.15
2017-09-12,37.50206756591797,1.15
2017-09-13,37.2199821472168,1.15
2017-09-14,36.900596618652344,1.15
2017-09-15,37.27360534667969,1.15
2017-09-18,36.99150848388672,1.15
2017-09-19,37.005489349365234,1.15
2017-09-20,36.38535690307617,1.15
2017-09-21,35.76054382324219,1.15
2017-09-22,35.41084671020508,1.15
2017-09-25,35.098445892333984,1.15
2017-09-26,35.70227813720703,1.15
2017-09-27,35.956390380859375,1.15
2017-09-28,35.73490905761719,1.15
2017-09-29,35.93074417114258,1.15
2017-10-02,35.858463287353516,1.15
2017-10-03,36.01466751098633,1.15
2017-10-04,35.78153610229492,1.15
2017-10-05,36.22683334350586,1.15
2017-10-06,36.205841064453125,1.15
2017-10-09,36.331729888916016,1.15
2017-10-10,36.3457145690918,1.15
2017-10-11,36.49726867675781,1.15
2017-10-12,36.3690299987793,1.15
2017-10-13,36.59983825683594,1.15
2017-10-16,37.27360534667969,1.15
2017-10-17,37.41114044189453,1.15
2017-10-18,37.2456169128418,1.15
2017-10-19,36.36437225341797,1.15
2017-10-20,36.42732620239258,1.15
2017-10-23,36.40865707397461,1.15
2017-10-24,36.62549591064453,1.15
2017-10-25,36.464622497558594,1.15
2017-10-26,36.6977653503418,1.15
2017-10-27,38.01262664794922,1.15
2017-10-30,38.86824035644531,1.15
2017-10-31,39.40911483764648,1.15
2017-11-01,38.907859802246094,1.16
2017-11-02,39.192291259765625,1.16
2017-11-03,40.215763092041016,1.16
2017-11-06,40.62373733520508,1.16
2017-11-07,40.754295349121094,1.16
2017-11-08,41.08768844604492,1.16
2017-11-09,41.00375747680664,1.16
2017-11-10,40.868045806884766,1.16
2017-11-13,40.70426559448242,1.16
2017-11-14,40.08892059326172,1.16
2017-11-15,39.56014633178711,1.16
2017-11-16,40.03276443481445,1.16
2017-11-17,39.81049728393555,1.16
2017-11-20,39.770721435546875,1.16
2017-11-21,40.51007080078125,1.16
2017-11-22,40.935916900634766,1.16
2017-11-24,40.93825149536133,1.16
2017-11-27,40.73233795166016,1.16
2017-11-28,40.49370193481445,1.16
2017-11-29,39.65372467041016,1.16
2017-11-30,40.208251953125,1.16
